year_aliya,month_aliya,age,age_tday,gender,erez_moza,subcont,yeshuv_klita,machoz,mikzoa
2018,02,37,43,נקבה,"ארה""ב",צפון אמריקה,מגדל,מחוז הצפון,עיתונאי
2018,02,11,16,זכר,"ארה""ב",צפון אמריקה,מגדל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2018,02,5,11,נקבה,"ארה""ב",צפון אמריקה,מגדל,מחוז הצפון,לא צויין
2018,02,8,14,נקבה,"ארה""ב",צפון אמריקה,מגדל,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2018,01,31,36,זכר,קזחסטאן,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,כלכלן
2018,01,32,38,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"רתך, עובד בלהבת חתוך"
2018,02,33,39,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס אזרחי
2018,02,32,37,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,לא צויין
2018,02,36,42,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מנהל אדמיניסטרטיבי
2018,08,53,58,זכר,בלארוס,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,בניה כללי
2018,08,54,59,זכר,ויטנאם הצפונית,שאר אסיה,מרחביה קבוץ,מחוז הצפון,מהנדס מכונות
2018,08,43,49,נקבה,ויטנאם הצפונית,שאר אסיה,מרחביה קבוץ,מחוז הצפון,כלכלן
2018,08,5,10,נקבה,ויטנאם הצפונית,שאר אסיה,מרחביה קבוץ,מחוז הצפון,לא צויין
2018,08,44,50,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,מהנדס אזרחי
2018,08,44,49,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,גננת
2018,08,15,21,נקבה,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2018,08,7,12,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"תלמיד בי""ס יסודי ותכון"
2018,08,39,44,זכר,אוקראינה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"זבן, מוכר"
2018,11,32,37,זכר,רוסיה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,פקיד
2018,12,44,49,זכר,ארמניה,מזרח אירופה,מרחביה קבוץ,מחוז הצפון,"כוראוגרף, במאי, מנהל במה"
2018,03,13,19,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,03,10,16,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,01,15,21,נקבה,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,11,17,נקבה,אירן,שאר אסיה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,6,11,זכר,אירן,שאר אסיה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,32,38,נקבה,אירן,שאר אסיה,אשדוד,מחוז הדרום וירושלים,ספר
2018,12,25,30,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,רופא שיניים
2018,02,18,23,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,07,27,32,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עוזרת לגננת
2018,03,48,53,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס חומרה
2018,02,21,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,01,67,73,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,01,69,75,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,01,86,91,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,01,78,84,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,01,27,33,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,01,24,30,זכר,קוסטה ריקה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי החברה
2018,01,31,37,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מחסנאי
2018,01,32,37,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל חשבונות
2018,01,10,16,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,01,27,33,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי החברה
2018,02,48,54,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2018,02,18,24,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,01,27,33,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מטפלת במעון ילדים
2018,02,46,52,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס תעשיה וניהול
2018,02,44,50,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2018,02,20,25,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"טבח ראשי, טבח"
2018,02,22,28,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2018,02,21,27,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,02,32,38,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,02,39,45,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2018,02,36,42,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"סוציולוג,עובד במדעי החברה"
2018,02,13,19,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,02,9,14,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,02,45,50,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי במדעי הטבע ל.נ.מ.א.
2018,02,51,56,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2018,01,63,69,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,קבלן
2018,01,59,64,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל אדמיניסטרטיבי
2018,03,63,69,זכר,קזחסטאן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס מכונות
2018,03,19,25,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,08,25,31,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא נשים
2018,04,28,33,נקבה,הודו,שאר אסיה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2018,02,18,24,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,03,23,29,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2018,04,26,31,נקבה,מולדביה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2018,04,82,88,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,04,48,54,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,04,56,61,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס אזרחי
2018,04,52,58,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"זבן, מוכר"
2018,04,14,20,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,04,23,28,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2018,04,78,83,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,04,30,36,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פסיכולוג
2018,05,21,26,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,אופטיקאי
2018,01,61,67,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אגרונום
2018,01,60,66,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,גננת
2018,04,24,30,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,רופא
2018,05,30,35,זכר,גאורגיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2018,04,21,27,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,תלמיד ישיבה
2018,05,57,62,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי תעשיה ומינהל
2018,05,20,25,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,05,18,24,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,05,68,74,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,04,19,24,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2018,05,21,27,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2018,03,17,23,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2018,04,22,28,זכר,מולדביה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2018,05,21,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,05,70,75,זכר,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,05,28,33,זכר,ספרד,מערב אירופה,אשדוד,מחוז הדרום וירושלים,ספורט
2018,05,24,29,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,משפטים
2018,05,20,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,05,20,26,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,05,21,27,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2018,05,56,62,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,נהג במכונית מסחרית
2018,05,60,65,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2018,05,35,40,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,ספר
2018,05,15,21,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,14,19,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,18,24,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,04,27,32,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,05,73,79,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,05,27,32,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2018,05,10,15,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,2,7,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2018,05,9,15,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,05,28,34,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,פועל
2018,06,59,64,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,טכנאי תעשיה ומינהל
2018,06,85,90,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,06,83,88,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,05,19,24,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בלתי מקצועי
2018,06,65,70,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מדריך מקצועי
2018,06,61,66,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,"מזכירה, כתבנית, קצרנית"
2018,05,22,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,04,73,79,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,04,66,72,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,04,22,28,נקבה,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,אקדמאי במדעי הרוח
2018,05,18,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,06,24,30,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,עורך דין
2018,06,21,27,זכר,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מחסנאי
2018,06,54,60,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,בניה כללי
2018,06,18,24,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,04,0,6,נקבה,אזרביג'אן,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,
2018,07,22,27,זכר,בלארוס,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"מורה בבי""ס יסודי"
2018,06,20,25,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,06,18,23,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,07,42,47,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,רופא
2018,07,12,17,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,07,2,7,זכר,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,07,9,15,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,07,18,24,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,07,34,39,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מהנדס תעשיה וניהול
2018,07,9,14,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,08,32,38,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,07,18,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,08,98,103,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,08,47,52,נקבה,קולומביה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,עצמאי
2018,08,14,19,זכר,קולומביה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,08,13,18,זכר,קולומביה,דרום אמריקה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,08,69,74,זכר,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,08,35,40,נקבה,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2018,08,86,91,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,07,18,24,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,08,18,23,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,07,22,27,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,08,21,26,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,08,18,23,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,לא צויין
2018,08,34,39,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,08,32,37,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,כלכלן
2018,08,11,16,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,08,7,12,זכר,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,"תלמיד בי""ס יסודי ותכון"
2018,08,23,28,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מתכנת
2018,08,26,31,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,משפטן
2018,08,26,31,זכר,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מדעי מחשב
2018,03,18,24,נקבה,אוקראינה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,סטודנט
2018,07,22,28,נקבה,בריטניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מנהל חשבונות
2018,09,66,71,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,רופא נשים
2018,09,72,77,נקבה,גרמניה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,פנסיונר / רנטייר
2018,09,18,23,נקבה,קנדה,צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,09,22,27,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מכונאי רכב
2018,10,59,64,נקבה,רוסיה,מזרח אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,09,48,53,זכר,קנדה,צפון אמריקה,אשדוד,מחוז הדרום וירושלים,מנהל כללי
2018,10,18,23,נקבה,בלגיה,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
2018,10,23,28,נקבה,"ארה""ב",צפון אמריקה,אשדוד,מחוז הדרום וירושלים,ספורט
2018,07,39,44,זכר,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,עצמאי
2018,10,61,66,נקבה,צרפת,מערב אירופה,אשדוד,מחוז הדרום וירושלים,מקצוע לא מוגדר
